#FILE	NUM_FOUND	NlpI_gi_218560235	afaC/draC/daaC_VFG045796	ag43-MS7163	ag43a_CFT073	aufC_ECS88_3823	cdtB_gi_117623644	chuA_gi_26250130	cirA_AE016763_105	cjrC_UTI89_RS25305	clbB_gi_112292718	cnf1_gi_403299	csgE_gi_15801156	ecpC_gi_15799996	eibC_gi_7523529	eibE_gi_7523541	eibG_gi_299150344	eitB_APECO1_RS26190	entS_gi_26246570	fecA_b4291	fepA_gi_26246561	fhuA_b0150	fhuE_b1102	fimD_gi_15804892	fiu_c0890	fliC(H1)_L07387.1	fliC(H4)_AJ536600.1	fliC(H7)_AF228487.1	focH_gi_386638502	fyuA_gi_26248288	hbp/tsh_gi_3288154	hlyA_gi_386641997	hlyF_APECO1_O1CoBM189	hma_gi_26248334	hra1_AAC13751	ibeA_gi_18152905	ibeB_gi_4835717	iha_gi_78057505	ireA_gi_26250982	iroN_gi_26247124	iss_SPG000143	iutA_gi_26249458	kpsD_gi_409035	nhaA_GeneID:944758	ompA_gi_7188818	ompT_SPG000077	papC_gi_26249425	papGIII_ABE1029	papGII_AAN82031	papGI_ELL40467	pic_gi_387610008	pixC_gi_30524679	sat_gi_26249454	sfaH_gi_91210144	sisA_AE016766_93	sitA_gi_386618823	tcpC_gi_26248250	tosA_c0363	traJ_gi_150860	traT_SPG000097	uclC_ABE10308	upaB_ECP_0379	upaC/ehaB_VFG045825	upaE_c2895	upaG/ehaG_beta	upaI_ECP_2276	usp_gi_386617620	vat_gi_386605757	yadV_b0140	ydeT_AE016760_251	yehC_b2110	yfcV_b2339	yqiH_c3793	znuB_AAC74929
ESC_HA2263AA_AS_abricate.tsv	44	100.00	.	99.84	100.00	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	.	.	.	100.00	94.84	.	100.00	.	.	100.00	99.68	.	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	99.77	.	.	100.00	100.00	100.00	.	.	.	100.00	100.00	100.00	.	100.00	100.00	99.72	100.00	100.00	100.00	100.00	.	.	100.00
ESC_HA2274AA_AS_abricate.tsv	26	100.00	.	.	100.00	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	99.83	100.00	.	100.00	96.62	.	100.00	99.28	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_HA2309AA_AS_abricate.tsv	28	100.00	.	.	100.00	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	95.47	.	100.00	.	.	.	97.41;97.41	.	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	100.00	96.62	.	100.00	99.28	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_HA2312AA_AS_abricate.tsv	22	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	99.93	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	81.36	.	100.00	99.76	.	.	.	100.00	100.00	100.00	.	100.00
ESC_HA2317AA_AS_abricate.tsv	25	100.00	.	.	100.00	.	.	.	100.00	.	.	99.70	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	.	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	97.41	100.00	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	98.95	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_HA2328AA_AS_abricate.tsv	40	100.00	.	.	.	100.00	.	100.00	100.00	.	100.00	99.70	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	.	99.93	100.00	.	.	.	97.41;97.41	100.00	100.00	100.00	100.00	.	.	.	.	.	.	99.61	.	.	.	100.00	.	.	99.83	100.00	.	99.74	100.00	.	100.00	100.00	99.89	100.00	100.00	.	100.00	.	100.00	100.00
ESC_HA2337AA_AS_abricate.tsv	27	100.00	.	.	100.00	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	99.68	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	99.83	100.00	.	100.00	96.62	.	100.00	99.28	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_HA2391AA_AS_abricate.tsv	29	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	94.84	.	100.00	99.86;99.86	.	.	97.41	.	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	100.00	.	.	.	.	99.45	.	100.00	96.62	.	100.00	99.28	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_HA2402AA_AS_abricate.tsv	28	100.00	.	.	100.00;100.00	.	.	.	100.00	100.00	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	100.00	.	.	.	100.00	100.00	100.00	.	.	.	.	.	99.93	.	.	.	98.95;100.00	.	.	.	.	99.32	.	.	.	.	100.00	99.31	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_HA2433AA_AS_abricate.tsv	26	100.00	.	.	100.00	.	.	100.00	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	99.24	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	100.00	.	.	99.68	100.00	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.79	.	.	.	100.00	100.00	100.00	.	100.00
ESC_HA2465AA_AS_abricate.tsv	23	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	99.92	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	100.00	.	.	.	.	.	100.00	.	.	.	97.41	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	98.80	.	100.00	99.31	.	.	.	100.00	100.00	100.00	.	100.00
ESC_HA2508AA_AS_abricate.tsv	21	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	96.62	.	.	99.76	.	.	100.00	.	100.00	100.00	.	100.00
ESC_HA2509AA_AS_abricate.tsv	17	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	99.93	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.76	.	.	100.00	.	100.00	100.00	.	100.00
ESC_HA2513AA_AS_abricate.tsv	33	100.00	.	.	100.00	.	.	100.00	99.05	100.00	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	99.24	100.00	100.00	100.00	.	.	.	.	100.00	.	.	.	100.00	.	.	100.00	100.00	100.00	.	99.68	99.96	100.00	100.00	100.00	100.00	.	.	.	.	.	.	100.00	.	98.95;100.00	.	.	.	.	.	.	.	96.62	.	100.00	100.00	.	.	100.00	.	100.00	.	.	100.00
ESC_HA2520AA_AS_abricate.tsv	27	100.00	.	.	100.00	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	81.55	.	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	96.62	.	100.00	99.28	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_HA2525AA_AS_abricate.tsv	34	100.00	.	.	.	.	.	100.00	99.05	100.00	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	99.24	100.00	100.00	100.00	.	.	.	.	100.00	.	.	.	100.00	.	.	100.00	100.00	.	.	97.09	99.96	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	.	98.95;100.00	100.00	.	.	.	.	.	.	96.62	.	100.00	100.00	.	.	100.00	.	100.00	.	.	100.00
ESC_HA2581AA_AS_abricate.tsv	28	100.00	.	100.00;86.00	100.00	.	.	.	99.40	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	97.41	100.00	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	83.20	.	.	.	.	100.00	98.80	.	.	100.00	99.96	100.00	100.00	.	100.00
ESC_HA2582AA_AS_abricate.tsv	28	100.00	.	100.00;100.00	100.00	.	.	.	99.40	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	97.41	100.00	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	83.20	.	.	.	.	100.00	98.80	.	.	100.00	99.96	100.00	100.00	.	100.00
ESC_HA2604AA_AS_abricate.tsv	31	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	.	100.00	100.00	100.00	.	100.00	.	.	100.00	.	.	100.00	.	.	.	100.00	.	.	100.00	100.00;97.41	99.96	.	100.00	100.00	100.00	.	.	.	.	.	99.77	.	.	.	100.00	.	.	.	100.00	.	.	98.80	.	100.00	99.76	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_HA2627AA_AS_abricate.tsv	24	100.00	.	.	100.00	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	100.00	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	96.62	.	100.00	99.31	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_HA2631AA_AS_abricate.tsv	21	100.00	.	.	100.00	.	.	.	100.00	.	.	.	100.00	99.96	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	.	.	.	.	.	.	99.93	.	.	.	97.41	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.76	.	.	100.00	.	100.00	100.00	.	100.00
ESC_HA2637AA_AS_abricate.tsv	21	100.00	.	.	100.00	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_HA2658AA_AS_abricate.tsv	32	100.00	.	100.00	100.00	.	.	.	100.00	99.51	.	.	100.00	100.00	.	99.73	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	99.86	100.00	.	97.41	99.96	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	100.00	100.00	.	.	99.83	100.00	.	.	.	.	100.00	98.83	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_HA2684AA_AS_abricate.tsv	32	100.00	.	100.00	95.73	.	.	.	100.00	100.00	.	.	100.00	100.00	.	.	.	.	100.00	.	99.29	.	100.00	100.00	100.00	.	.	.	.	100.00	.	.	.	.	.	.	99.93	99.86	100.00	.	99.68	99.96	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	100.00	100.00	.	.	.	99.45	.	.	.	.	100.00	99.28	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_HA2739AA_AS_abricate.tsv	18	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	.	100.00	.	99.71	.	.	.	.	.	.	.	.	.	99.93	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.76	.	.	.	.	100.00	100.00	.	100.00
ESC_HA2742AA_AS_abricate.tsv	26	100.00	.	100.00	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	100.00	.	.	.	.	.	.	98.49	.	100.00	.	.	.	97.41	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	96.62	.	100.00	98.83	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_HA2743AA_AS_abricate.tsv	27	100.00	.	.	100.00	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	99.62	.	100.00	.	.	.	99.68	.	.	100.00	100.00	.	.	.	.	.	.	98.17	.	.	.	.	.	.	.	.	.	100.00	96.62	.	100.00	99.31	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_HA2746AA_AS_abricate.tsv	28	100.00	.	84.56	83.33;82.62	.	.	.	87.70	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	96.98;93.96	.	100.00	.	.	.	99.68	.	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	100.00	.	.	.	.	100.00	.	100.00	.	.	100.00	99.31	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_HA2750AA_AS_abricate.tsv	26	100.00	.	.	100.00	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	93.96	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	96.62	.	100.00	99.26	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_HA2752AA_AS_abricate.tsv	21	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	100.00	99.31	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_HA2755AA_AS_abricate.tsv	20	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	.	.	.	.	.	.	99.93	.	.	.	95.15	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	99.76	.	.	100.00	.	100.00	100.00	.	100.00
ESC_HA2763AA_AS_abricate.tsv	21	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	95.47	.	99.93	.	.	.	99.68;99.68	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.76	.	.	100.00	.	100.00	100.00	.	100.00
ESC_HA2765AA_AS_abricate.tsv	20	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	99.93	.	.	.	99.68	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.76	.	.	100.00	.	100.00	100.00	.	100.00
ESC_HA2770AA_AS_abricate.tsv	20	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	.	.	.	.	.	.	99.93	.	.	.	95.15	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	99.76	.	.	100.00	.	100.00	100.00	.	100.00
ESC_HA2773AA_AS_abricate.tsv	24	100.00	.	100.00	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	100.00	.	.	.	.	.	.	.	.	100.00	.	.	.	97.41	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	100.00	99.31	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_HA2792AA_AS_abricate.tsv	24	100.00	.	100.00	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	100.00	.	.	.	.	.	.	.	.	100.00	.	.	.	97.41	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	100.00	99.31	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_HA3028AA_AS_abricate.tsv	28	100.00	.	100.00;86.88	100.00	.	.	.	99.40	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	97.41	100.00	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	83.20	.	.	.	.	100.00	98.80	.	.	100.00	99.96	100.00	100.00	.	100.00
ESC_HA3091AA_AS_abricate.tsv	26	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	.	100.00	100.00	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	97.41	100.00	.	100.00	100.00	.	.	.	.	.	100.00	.	.	.	98.95	.	.	.	.	.	.	100.00	.	.	100.00	99.28	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_HA3098AA_AS_abricate.tsv	19	100.00	.	100.00	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.68	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	99.76	.	.	100.00	.	.	100.00	.	100.00
ESC_HA3121AA_AS_abricate.tsv	28	100.00	.	100.00;99.84	100.00	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	.	.	.	.	.	.	99.93	.	.	.	99.68	100.00	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	83.20	.	.	.	.	100.00	99.28	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_HA3135AA_AS_abricate.tsv	28	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	.	100.00	100.00	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	97.41	100.00	.	100.00	100.00	100.00	.	.	.	.	100.00	.	100.00	.	98.95	.	.	.	.	.	.	100.00	.	.	100.00	99.28	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_HA3193AA_AS_abricate.tsv	23	100.00	.	.	100.00	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	95.33	.	.	.	.	.	.	.	100.00	.	.	96.62	.	.	99.76	.	.	100.00	.	100.00	100.00	.	100.00
ESC_HA3201AA_AS_abricate.tsv	18	100.00	.	94.40	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	.	.	100.00	.	100.00
ESC_HA3203AA_AS_abricate.tsv	51	100.00	.	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	.	100.00	99.78	100.00	100.00	100.00	100.00	.	.	100.00	100.00	.	100.00	.	100.00	.	.	100.00	100.00	.	100.00	99.68	99.96	100.00	100.00	100.00	100.00	100.00	.	100.00	.	99.93	.	100.00	.	100.00	100.00	100.00	.	.	100.00	100.00	99.74	100.00	99.97	100.00	100.00	99.89	100.00	100.00	100.00	100.00	.	100.00	100.00
ESC_HA3208AA_AS_abricate.tsv	18	100.00	.	94.40	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	.	.	100.00	.	100.00
ESC_HA3213AA_AS_abricate.tsv	37	100.00	.	100.00	95.58	.	.	100.00	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	99.47	100.00	100.00	100.00	100.00	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	99.68	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	.	100.00	100.00	.	.	.	.	.	.	96.55	99.47	100.00	99.12	.	.	.	100.00	100.00	.	100.00	100.00
ESC_HA3224AA_AS_abricate.tsv	37	100.00	.	100.00	95.26	.	.	100.00	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	99.47	100.00	100.00	100.00	100.00	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	99.68	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	.	100.00	100.00	.	.	.	.	.	.	96.55	99.47	100.00	99.12	.	.	.	100.00	100.00	.	100.00	100.00
ESC_HA3225AA_AS_abricate.tsv	28	100.00	.	100.00	100.00;100.00	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	87.17	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	97.41	.	.	100.00	100.00	.	.	.	.	.	100.00	.	.	.	.	100.00	.	.	.	99.04	.	.	96.62	.	.	99.76	.	.	100.00	.	100.00	100.00	.	100.00
ESC_HA3236AA_AS_abricate.tsv	37	100.00	.	100.00	96.13	.	.	100.00	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	99.47	100.00	100.00	100.00	100.00	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	99.68	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	.	100.00	100.00	.	.	.	.	.	.	96.55	99.47	100.00	99.12	.	.	.	100.00	100.00	.	100.00	100.00
ESC_HA3238AA_AS_abricate.tsv	34	100.00	.	.	.	.	.	100.00	99.05	100.00	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	99.24	100.00	100.00	87.17	.	.	.	.	100.00	.	.	.	100.00	.	.	100.00	100.00	.	.	96.76	99.96	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	.	100.00	100.00	.	.	.	.	.	.	96.62	.	100.00	100.00	.	.	100.00	.	100.00	.	.	100.00
ESC_HA3246AA_AS_abricate.tsv	27	100.00	.	.	100.00;100.00	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	87.17	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	97.41	.	.	100.00	100.00	.	.	.	.	.	100.00	.	.	.	.	100.00	.	.	.	99.04	.	.	96.62	.	.	99.76	.	.	100.00	.	100.00	100.00	.	100.00
ESC_HA3258AA_AS_abricate.tsv	36	100.00	.	.	100.00	.	.	100.00	100.00	100.00	.	.	100.00	90.42	.	.	.	.	100.00	100.00	100.00	99.47	100.00	100.00	100.00	.	.	100.00	.	100.00	.	.	.	.	.	.	100.00	100.00;100.00	100.00	.	99.68	100.00	100.00	100.00	100.00	100.00	99.45	.	.	.	.	.	100.00	.	100.00	100.00	.	.	.	99.04	.	.	96.59	.	100.00	100.00	99.72	.	100.00	.	.	.	.	100.00
ESC_HA3293AA_AS_abricate.tsv	26	100.00	.	100.00	.	.	.	100.00	99.40	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	96.40	100.00	.	.	100.00	.	.	.	.	.	100.00	.	.	100.00	100.00	.	.	91.59	.	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	83.20	.	.	.	.	100.00	99.79	.	.	.	.	100.00	100.00	.	100.00
ESC_HA3317AA_AS_abricate.tsv	44	100.00	.	100.00	.	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	.	.	.	.	100.00	.	100.00	99.78	100.00	100.00	100.00	.	.	.	96.08	100.00	.	100.00	.	100.00	94.84	.	100.00	100.00	.	.	99.68	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	100.00	100.00	100.00	.	.	.	100.00	100.00	.	.	100.00	100.00	99.89	100.00	100.00	100.00	100.00	.	100.00	100.00
ESC_HA3342AA_AS_abricate.tsv	37	100.00	.	100.00	96.05	.	.	100.00	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	99.47	100.00	100.00	100.00	100.00	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	99.68	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	.	100.00	100.00	.	.	.	.	.	.	96.55	99.47	100.00	99.12	.	.	.	100.00	100.00	.	100.00	100.00
ESC_HA3344AA_AS_abricate.tsv	34	100.00	.	.	.	.	.	100.00	99.05	100.00	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	99.24	100.00	100.00	87.17	.	.	.	.	100.00	.	.	.	100.00	.	.	100.00	100.00	.	.	96.76	99.96	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	.	100.00	100.00	.	.	.	.	.	.	96.62	.	100.00	100.00	.	.	100.00	.	100.00	.	.	100.00
ESC_HA3352AA_AS_abricate.tsv	34	100.00	.	.	.	.	.	100.00	99.05	100.00	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	99.24	100.00	100.00	87.17	.	.	.	.	100.00	.	.	.	100.00	.	.	100.00	100.00	.	.	96.76	99.96	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	.	100.00	100.00	.	.	.	.	.	.	96.62	.	100.00	100.00	.	.	100.00	.	100.00	.	.	100.00
