#Organism group	Strain	Isolate identifiers	Serovar	Isolate	Create date	Location	Isolation source	Isolation type	Food origin	Min-same	Min-diff	BioSample	Assembly	Computed types	SNP cluster	AMR genotypes	AMR genotypes core	IFSAC category	Source type	Host	K-mer group	Scientific name	AST phenotypes	Virulence genotypes	Stress genotypes	AMRFinderPlus version	PD Ref Gene Catalog version	AMRFinderPlus analysis type	BioProject	Collected by	Collection date	Lat/Lon	N50	Length	Contigs	Library layout	Platform	Run	SRA Center	SRA release date	Species TaxID	Outbreak	Host disease	Level	Method	PFGE primary enzyme pattern	PFGE secondary enzyme pattern	TaxID	WGS prefix	WGS accession
E.coli and Shigella		"2023JQ-00630","SRS20043161"		PDT002046027.1	2024-01-04T09:05:35Z	USA	urine	clinical		2	19	SAMN39244287	GCA_035084775.1		PDS000063179.375	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCMY=PARTIAL,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,blaTEM-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,qnrB19=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCMY=PARTIAL,blaCTX-M-15=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,blaTEM-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,qnrB19=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,merA=HMM,merC=COMPLETE,merD=HMM,merE=HMM,merP=COMPLETE,merR=COMPLETE,merT=COMPLETE,qacEdelta1=COMPLETE	3.11.26	2023-11-15.1	COMBINED	PRJNA288601		2023		99156	5048105	137	PAIRED	ILLUMINA	SRR27411028	WASHINGTON STATE DEPARTMENT OF HEALTH	2024-01-04T06:54:34Z	562			Contig	SKESA v. 2.2			562	ABPSLB	ABPSLB000000000.1
E.coli and Shigella		"2024CB-00020","SRS20082995"		PDT002049304.1	2024-01-09T20:54:05Z	USA	Abscess	clinical		3	9	SAMN39297700	GCA_035383605.1		PDS000063179.375	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,blaTEM-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,blaTEM-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,merA=HMM,merC=COMPLETE,merD=HMM,merE=HMM,merP=COMPLETE,merR=COMPLETE,merT=COMPLETE,qacEdelta1=COMPLETE	3.11.26	2023-11-15.1	COMBINED	PRJNA288601		2024		111984	4856449	117	PAIRED	ILLUMINA	SRR27459351	TXDSHS_ARLN	2024-01-09T19:32:59Z	562			Contig	SKESA v. 2.2			562	ABPTGU	ABPTGU000000000.1
E.coli and Shigella	2024HL-00025	"2024HL-00025","IDR2300069372-01-02","SRS20090229"		PDT002049794.1	2024-01-10T16:01:04Z	USA	peritoneal fluid	clinical		1	13	SAMN39313702	GCA_035507175.1		PDS000063179.375	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,blaTEM-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,blaTEM-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,merA=HMM,merC=COMPLETE,merD=HMM,merE=HMM,merP=COMPLETE,merR=COMPLETE,merT=COMPLETE,qacEdelta1=COMPLETE	3.11.26	2023-11-15.1	COMBINED	PRJNA288601		2023		91704	4868265	150	PAIRED	ILLUMINA	SRR27467645	WADSWORTH CENTER - NYS DOH	2024-01-10T14:39:03Z	562			Contig	SKESA v. 2.2			562	ABPTNV	ABPTNV000000000.1
E.coli and Shigella	2023GN-00654	"2023GN-00654","SRS20104034"		PDT002050856.1	2024-01-11T02:09:34Z	USA	bile	clinical		0	41	SAMN39334094	GCA_035563215.1		PDS000063179.375	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,qacEdelta1=COMPLETE	3.11.26	2023-11-15.1	COMBINED	PRJNA288601		2023		125655	4917367	114	PAIRED	ILLUMINA	SRR27482177	WISCONSIN STATE LABORATORY OF HYGIENE	2024-01-10T23:05:47Z	562			Contig	SKESA v. 2.2			562	ABPUCA	ABPUCA000000000.1
E.coli and Shigella		"2023KU-00535","SRS20109728"		PDT002051143.1	2024-01-11T17:06:02Z	USA	urine	clinical		4	25	SAMN39401423	GCA_035597295.1		PDS000063179.375	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,qacEdelta1=COMPLETE	3.11.26	2023-11-15.1	COMBINED	PRJNA288601		2023-12-08		112027	4824300	107	PAIRED	ILLUMINA	SRR27488309	NARMS_TN_DH	2024-01-11T15:27:44Z	562			Contig	SKESA v. 2.2			562	ABPUYZ	ABPUYZ000000000.1
E.coli and Shigella		"2023DM-00033","SRS20111629"		PDT002051255.1	2024-01-11T21:59:35Z	USA: Santa Clara County, CA		clinical		6	18	SAMN39403978	GCA_035601015.1		PDS000063179.375	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,qacEdelta1=COMPLETE	3.11.26	2023-11-15.1	COMBINED	PRJNA288601		2022-02-18		125554	4880789	153	PAIRED	ILLUMINA	SRR27490277	SCCPHL	2024-01-11T20:30:59Z	562			Contig	SKESA v. 2.2			562	ABPVFL	ABPVFL000000000.1
E.coli and Shigella		"2024QW-00005","SRS20125867"		PDT002052324.1	2024-01-13T00:08:13Z	USA	isolate					SAMN39419131	GCA_035657145.1		PDS000063179.375	aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaTEM-1=COMPLETE,ble=COMPLETE,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaNDM-5=COMPLETE,blaTEM-1=COMPLETE,ble=COMPLETE,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE			Canis lupus familiaris	PDG000000004.4936	Escherichia coli		capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,merA=HMM,merC=COMPLETE,merD=HMM,merE=HMM,merP=COMPLETE,merR=COMPLETE,merT=COMPLETE,qacEdelta1=COMPLETE	3.11.26	2023-11-15.1	COMBINED	PRJNA288601		2023		106084	4836946	139	PAIRED	ILLUMINA	SRR27506325	MICHIGAN DEPARTMENT OF HEALTH AND HUMAN SERVICES	2024-01-12T21:32:26Z	562			Contig	SKESA v. 2.2			562	ABPVLU	ABPVLU000000000.1
E.coli and Shigella		"2024QW-00007","SRS20125866"		PDT002052325.1	2024-01-13T00:08:13Z	USA	isolate					SAMN39419130	GCA_035657135.1		PDS000063179.375	aadA2=COMPLETE,aadA2=PARTIAL_END_OF_CONTIG,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaTEM-1=COMPLETE,ble=COMPLETE,dfrA12=COMPLETE,dfrA12=PARTIAL_END_OF_CONTIG,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul1=PARTIAL_END_OF_CONTIG,sul2=COMPLETE,tet(A)=COMPLETE	aadA2=COMPLETE,aadA2=PARTIAL_END_OF_CONTIG,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaNDM-5=COMPLETE,blaTEM-1=COMPLETE,ble=COMPLETE,dfrA12=COMPLETE,dfrA12=PARTIAL_END_OF_CONTIG,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul1=PARTIAL_END_OF_CONTIG,sul2=COMPLETE,tet(A)=COMPLETE			Canis lupus familiaris	PDG000000004.4936	Escherichia coli		capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,merA=HMM,merC=COMPLETE,merD=HMM,merE=HMM,merP=COMPLETE,merR=COMPLETE,merT=COMPLETE,qacE=PARTIAL_END_OF_CONTIG,qacEdelta1=COMPLETE	3.11.26	2023-11-15.1	COMBINED	PRJNA288601		2023		111984	4821896	140	PAIRED	ILLUMINA	SRR27506326	MICHIGAN DEPARTMENT OF HEALTH AND HUMAN SERVICES	2024-01-12T21:39:12Z	562			Contig	SKESA v. 2.2			562	ABPVLT	ABPVLT000000000.1
E.coli and Shigella		"2024QW-00006","SRS20125865"		PDT002052326.1	2024-01-13T00:08:13Z	USA	isolate					SAMN39419129	GCA_035895715.1		PDS000063179.375	aadA2=COMPLETE,aadA2=PARTIAL_END_OF_CONTIG,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaTEM-1=COMPLETE,ble=COMPLETE,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul1=PARTIAL_END_OF_CONTIG,sul2=COMPLETE,tet(A)=COMPLETE	aadA2=COMPLETE,aadA2=PARTIAL_END_OF_CONTIG,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaNDM-5=COMPLETE,blaTEM-1=COMPLETE,ble=COMPLETE,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul1=PARTIAL_END_OF_CONTIG,sul2=COMPLETE,tet(A)=COMPLETE			Canis lupus familiaris	PDG000000004.4936	Escherichia coli		capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,merA=HMM,merC=COMPLETE,merD=HMM,merE=HMM,merP=COMPLETE,merR=COMPLETE,merT=COMPLETE,qacEdelta1=COMPLETE	3.11.26	2023-11-15.1	COMBINED	PRJNA288601		2023		106084	4833139	147	PAIRED	ILLUMINA	SRR27506327	MICHIGAN DEPARTMENT OF HEALTH AND HUMAN SERVICES	2024-01-12T21:32:26Z	562			Contig	SKESA v. 2.2			562	ABPXIH	ABPXIH000000000.1
E.coli and Shigella		"2024QW-00008","SRS20125863"		PDT002052328.1	2024-01-13T00:08:14Z	USA	bile	clinical		0	41	SAMN39419128	GCA_035895655.1		PDS000063179.375	aac(6')-Ib-cr5=COMPLETE,aac(6')-Ib-cr=PARTIAL_END_OF_CONTIG,aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,blaOXA=PARTIAL_END_OF_CONTIG,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	aac(6')-Ib-cr5=COMPLETE,aac(6')-Ib-cr=PARTIAL_END_OF_CONTIG,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,blaOXA=PARTIAL_END_OF_CONTIG,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,qacEdelta1=COMPLETE	3.11.26	2023-11-15.1	COMBINED	PRJNA288601		2023		119017	4893603	133	PAIRED	ILLUMINA	SRR27506329	MICHIGAN DEPARTMENT OF HEALTH AND HUMAN SERVICES	2024-01-12T21:32:26Z	562			Contig	SKESA v. 2.2			562	ABPXIE	ABPXIE000000000.1
E.coli and Shigella	B126	"B126","SRS16012160"		PDT002053382.1	2024-01-15T17:53:37Z	Cambodia: Siem Reap province	stool	clinical		21	36	SAMN31098560	GCA_042828405.1		PDS000063179.375	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,qacEdelta1=COMPLETE	3.12.8	2024-07-22.1	COMBINED	PRJNA885285	University of Health Sciences, UHS, Phnom Penh and Angkor Hospital for Children, AHC, Siem Reap	2019	13.3633 N 103.8564 E	133135	4910583	121	PAIRED	ILLUMINA	SRR22582887	NATIONAL UNIVERSITY OF SINGAPORE	2023-12-31T05:21:13Z	562			Contig	SKESA v. 2.2			562	DAXLMP	DAXLMP000000000.1
E.coli and Shigella		"2023JQ-00673","SRS20176732"		PDT002057169.1	2024-01-18T21:10:00Z	USA	Blood, NOS	clinical		10	31	SAMN39484714	GCA_035880815.1		PDS000063179.375	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,tet(A)=COMPLETE	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,blaCTX-M-15=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,tet(A)=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,qacEdelta1=COMPLETE	3.11.26	2023-11-15.1	COMBINED	PRJNA288601		2023		136803	4819787	111	PAIRED	ILLUMINA	SRR27606174	WASHINGTON STATE DEPARTMENT OF HEALTH	2024-01-18T18:35:20Z	562			Contig	SKESA v. 2.2			562	ABPWIO	ABPWIO000000000.1
E.coli and Shigella		"2023JQ-00672","SRS20176731"		PDT002057170.1	2024-01-18T21:10:00Z	USA	urine	clinical		5	15	SAMN39484713	GCA_035883215.1		PDS000063179.375	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,qacEdelta1=COMPLETE	3.11.26	2023-11-15.1	COMBINED	PRJNA288601		2023		133219	4817551	107	PAIRED	ILLUMINA	SRR27606175	WASHINGTON STATE DEPARTMENT OF HEALTH	2024-01-18T18:35:20Z	562			Contig	SKESA v. 2.2			562	ABPWKH	ABPWKH000000000.1
