barcode	ST
ESC_PA0878AA_AS	641
ESC_IB6235AA_AS	648
ESC_IA3746AA_AS	648
ESC_WA3364AA_AS	648
ESC_SA3279AA_AS	718
ESC_WA7003AA_AS	73
ESC_YA1579AA_AS	744
ESC_HA9571AA_AS	744
ESC_HB8544AA_AS	752
ESC_LB4054AA_AS	90
ESC_LB5702AA_AS	906
ESC_XA1114AA_AS	95
ESC_WA4208AA_AS	95
ESC_FA8026AA_AS	154
ESC_RA4304AA_AS	154
ESC_VA2543AA_AS	223
ESC_TA2272AA_AS	226
ESC_MB7529AA_AS	10
ESC_PA8558AA_AS	1196
ESC_TA9991AA_AS	189
ESC_RA2815AA_AS	16
ESC_CB8329AA_AS	224
ESC_KB3474AA_AS	100
ESC_UA1818AA_AS	154
ESC_IA2314AA_AS	16
ESC_EB5611AA_AS	243
ESC_LB8502AA_AS	189
ESC_VA9513AA_AS	23
ESC_SA1198AA_AS	182
ESC_JA0213AA_AS	167
ESC_FA5833AA_AS	16
ESC_SA7254AA_AS	16
ESC_NB5379AA_AS	165
ESC_MA2309AA_AS	20
ESC_WA6601AA_AS	23
ESC_VA9259AA_AS	1060
ESC_HB5667AA_AS	100
ESC_RA2082AA_AS	141
ESC_MA9861AA_AS	21
ESC_LB0072AA_AS	182
ESC_GB3054AA_AS	155
ESC_NB3663AA_AS	23
ESC_SA4208AA_AS	243
ESC_EB8723AA_AS	243
ESC_WA7939AA_AS	25
ESC_BB0917AA_AS	278
ESC_IA8532AA_AS	29
ESC_JA1027AA_AS	29
ESC_EB1589AA_AS	295
ESC_TA0143AA_AS	306
ESC_PA1836AA_AS	306
ESC_WA7961AA_AS	306
ESC_HA6462AA_AS	306
ESC_IA1935AA_AS	354
ESC_QA3447AA_AS	3580
ESC_BB0576AA_AS	372
ESC_HA6821AA_AS	38
ESC_FB3046AA_AS	394
ESC_MB2278AA_AS	394
ESC_MA3735AA_AS	394
ESC_WA4107AA_AS	394
ESC_LB2669AA_AS	399
ESC_LA1495AA_AS	40
ESC_NA8208AA_AS	410
ESC_LA0597AA_AS	410
ESC_IB6183AA_AS	410
ESC_SA8445AA_AS	410
ESC_NB3895AA_AS	428
ESC_QA3438AA_AS	428
ESC_AA7955AA_AS	428
ESC_WA3750AA_AS	43
ESC_FA7162AA_AS	43
ESC_ZA4817AA_AS	43
ESC_LA5987AA_AS	443
ESC_NA0053AA_AS	448
ESC_WA4304AA_AS	457
ESC_HB8634AA_AS	457
ESC_CB4055AA_AS	48
ESC_LA1201AA_AS	48
ESC_IA4263AA_AS	48
ESC_IA4713AA_AS	542
ESC_TA8203AA_AS	58
ESC_UA3546AA_AS	58
ESC_LB9913AA_AS	58
ESC_UA7355AA_AS	583
ESC_GA5197AA_AS	59
ESC_LA5783AA_AS	6
ESC_YA4210AA_AS	6
ESC_HA3804AA_AS	602
ESC_CB8866AA_AS	602
ESC_UA5870AA_AS	62
ESC_BA6985AA_AS	62
ESC_LB0541AA_AS	635
ESC_GB2880AA_AS	641
ESC_HA4319AA_AS	648
ESC_SA8078AA_AS	648
ESC_MA3611AA_AS	648
ESC_WA0255AA_AS	648
ESC_QA2985AA_AS	655
ESC_WA3850AA_AS	69
ESC_TA7131AA_AS	73
ESC_IA3668AA_AS	746
ESC_KA3983AA_AS	746
ESC_HA4674AA_AS	752
ESC_MB7490AA_AS	752
ESC_FB4531AA_AS	88
ESC_YA1298AA_AS	88
ESC_IB9324AA_AS	90
ESC_NB9902AA_AS	906
ESC_QA0409AA_AS	93
ESC_QA0268AA_AS	93
ESC_QA1697AA_AS	93
ESC_HA5121AA_AS	95
ESC_VA0795AA_AS	95
ESC_KB1688AA_AS	155
ESC_NB3974AA_AS	224
ESC_IA6875AA_AS	155
ESC_BA6211AA_AS	182
ESC_RA4393AA_AS	1079
ESC_GA1918AA_AS	1967
ESC_GB1262AA_AS	148
ESC_JA3508AA_AS	243
ESC_EB5601AA_AS	145
ESC_WA6716AA_AS	154
ESC_TA4481AA_AS	154
ESC_ZA5339AA_AS	101
ESC_HB5663AA_AS	100
ESC_SA8009AA_AS	10
ESC_HA6839AA_AS	21
ESC_BA7782AA_AS	12
ESC_IB7596AA_AS	12
ESC_KB3480AA_AS	100
ESC_XA6502AA_AS	156
ESC_NA9281AA_AS	1196
ESC_PA0501AA_AS	16
ESC_PA8215AA_AS	1196
ESC_IB8012AA_AS	117
ESC_RA0078AA_AS	21
ESC_GA8845AA_AS	25
ESC_RA2846AA_AS	300
ESC_HA2433AA_AS	32
ESC_FB3407AA_AS	32
ESC_HA2153AA_AS	33
ESC_UA3481AA_AS	342
ESC_IA0910AA_AS	342
ESC_GA3922AA_AS	342
ESC_WA6559AA_AS	345
ESC_LB0617AA_AS	345
ESC_NA8020AA_AS	345
ESC_GB7422AA_AS	349
ESC_HA6850AA_AS	354
ESC_JA0311AA_AS	362
ESC_WA4210AA_AS	372
ESC_GB6913AA_AS	372
ESC_IB8701AA_AS	372
ESC_CA3942AA_AS	393
ESC_GB8864AA_AS	394
ESC_MB6611AA_AS	399
ESC_MA3806AA_AS	4
ESC_GA3829AA_AS	40
ESC_IB9616AA_AS	40
ESC_LB0777AA_AS	410
ESC_ZA1489AA_AS	43
ESC_CB7138AA_AS	442
ESC_LA6211AA_AS	443
ESC_RA5013AA_AS	448
ESC_NB6490AA_AS	453
ESC_SA9872AA_AS	457
ESC_IA4267AA_AS	457
ESC_JB6433AA_AS	56
ESC_TA1182AA_AS	56
ESC_ZA6295AA_AS	56
ESC_HB7987AA_AS	58
ESC_FB1173AA_AS	583
ESC_LA0113AA_AS	59
ESC_CA5462AA_AS	59
ESC_UA2369AA_AS	602
ESC_YA3574AA_AS	617
ESC_RA1392AA_AS	617
ESC_HA3201AA_AS	635
ESC_LB2732AA_AS	635
ESC_PA8572AA_AS	648
ESC_JA3986AA_AS	675
ESC_CA3480AA_AS	73
ESC_NB1668AA_AS	752
ESC_TA0196AA_AS	88
ESC_IA9448AA_AS	88
ESC_NA9452AA_AS	906
ESC_VA0797AA_AS	95
ESC_CB9953AA_AS	165
ESC_SA2610AA_AS	145
ESC_HA0189AA_AS	21
ESC_CA5187AA_AS	1079
ESC_RA1727AA_AS	145
ESC_NA7974AA_AS	12
ESC_IA0226AA_AS	167
ESC_CB7274AA_AS	17
ESC_SA6763AA_AS	141
ESC_GA0297AA_AS	127
ESC_NA7905AA_AS	131
ESC_CB4630AA_AS	206
ESC_LB0274AA_AS	131
ESC_EB8321AA_AS	243
ESC_NB5479AA_AS	206
ESC_MA3888AA_AS	23
ESC_LA0243AA_AS	1196
ESC_GB4998AA_AS	245
ESC_KB3753AA_AS	131
ESC_FA4730AA_AS	1967
ESC_EB8054AA_AS	1025
ESC_MB8889AA_AS	167
ESC_MA9874AA_AS	127
ESC_WA4391AA_AS	156
ESC_YA1357AA_AS	226
ESC_HA4924AA_AS	11
ESC_GB4262AA_AS	131
ESC_LA0657AA_AS	1196
ESC_PB0041AA_AS	162
ESC_ZA6055AA_AS	189
ESC_FA6442AA_AS	154
ESC_FA7888AA_AS	1060
ESC_EB9216AA_AS	243
ESC_YA8309AA_AS	243
ESC_SA2970AA_AS	245
ESC_GA0522AA_AS	245
ESC_GA8865AA_AS	25
ESC_VA5405AA_AS	278
ESC_SA6604AA_AS	278
ESC_CB4468AA_AS	29
ESC_MB4860AA_AS	29
ESC_XA4056AA_AS	295
ESC_IA4612AA_AS	297
ESC_SA6785AA_AS	300
ESC_DB2608AA_AS	300
ESC_IB5981AA_AS	306
ESC_UA5848AA_AS	306
ESC_CB7049AA_AS	32
ESC_UA3667AA_AS	33
ESC_CB8915AA_AS	345
ESC_UA6085AA_AS	354
ESC_NB8543AA_AS	3580
ESC_XA4838AA_AS	3580
ESC_FB3074AA_AS	362
ESC_GA0318AA_AS	372
ESC_OB1065AA_AS	393
ESC_GA3580AA_AS	394
ESC_YA0118AA_AS	399
ESC_VA3576AA_AS	4
ESC_KB8550AA_AS	40
ESC_LB1178AA_AS	40
ESC_GA3837AA_AS	40
ESC_HA5531AA_AS	405
ESC_WA7412AA_AS	410
ESC_CA0200AA_AS	443
ESC_LB3159AA_AS	443
ESC_JB8940AA_AS	46
ESC_LB0347AA_AS	46
ESC_IB7829AA_AS	48
ESC_FB4676AA_AS	542
ESC_UA1728AA_AS	56
ESC_UA5359AA_AS	56
ESC_PA8739AA_AS	59
ESC_WA1909AA_AS	617
ESC_LB2821AA_AS	635
ESC_LB2693AA_AS	635
ESC_TA3842AA_AS	641
ESC_GB2839AA_AS	641
ESC_PB2373AA_AS	641
ESC_KB9850AA_AS	641
ESC_PA8180AA_AS	641
ESC_ZA6658AA_AS	655
ESC_GA5211AA_AS	69
ESC_ZA3447AA_AS	718
ESC_RA5429AA_AS	718
ESC_HA3838AA_AS	73
ESC_JA0327AA_AS	744
ESC_JA0440AA_AS	744
ESC_GA0247AA_AS	746
ESC_QA3920AA_AS	752
ESC_LB3027AA_AS	752
ESC_WA9598AA_AS	90
ESC_HB9182AA_AS	90
ESC_FB1572AA_AS	906
ESC_UA2993AA_AS	906
ESC_XA0486AA_AS	906
ESC_QA1901AA_AS	93
ESC_NB5871AA_AS	93
ESC_QA2646AA_AS	93
ESC_NB5742AA_AS	998
ESC_YA3487AA_AS	998
ESC_SA5351AA_AS	16
ESC_BA2781AA_AS	223
ESC_HB6239AA_AS	145
ESC_PA1443AA_AS	16
ESC_XA1082AA_AS	127
ESC_CA4352AA_AS	206
ESC_SA4219AA_AS	245
ESC_SA1208AA_AS	182
ESC_RA9124AA_AS	167
ESC_EB9172AA_AS	243
ESC_TA4090AA_AS	162
ESC_CA2351AA_AS	101
ESC_LA5659AA_AS	16
ESC_CB7619AA_AS	1060
ESC_CA1181AA_AS	165
ESC_PA5669AA_AS	17
ESC_NA2974AA_AS	1060
ESC_RA9621AA_AS	1967
ESC_EB9308AA_AS	243
ESC_HA9344AA_AS	1967
ESC_LB2738AA_AS	127
ESC_OB1182AA_AS	20
ESC_LB5584AA_AS	189
ESC_HA8810AA_AS	189
ESC_WA9309AA_AS	21
ESC_YA3896AA_AS	12
ESC_ZA2757AA_AS	223
ESC_TA0346AA_AS	223
ESC_NB6795AA_AS	182
ESC_ZA1986AA_AS	162
ESC_NA7734AA_AS	131
ESC_CB2738AA_AS	245
ESC_CB9090AA_AS	12
ESC_SA4957AA_AS	25
ESC_FA5684AA_AS	25
ESC_GB7272AA_AS	25
ESC_CA1347AA_AS	29
ESC_OB3882AA_AS	29
ESC_IA2799AA_AS	295
ESC_XA0505AA_AS	297
ESC_SB5200AA_AS	33
ESC_WA8040AA_AS	342
ESC_VA2774AA_AS	349
ESC_IA4250AA_AS	354
ESC_PA1086AA_AS	354
ESC_IA1943AA_AS	354
ESC_BA8955AA_AS	354
ESC_WA4572AA_AS	362
ESC_LB5741AA_AS	372
ESC_NB4067AA_AS	372
ESC_CB9475AA_AS	38
ESC_OB2552AA_AS	393
ESC_LB6005AA_AS	394
ESC_LA2793AA_AS	394
ESC_IA3931AA_AS	398
ESC_NB3931AA_AS	398
ESC_LB0488AA_AS	399
ESC_PA7853AA_AS	4
ESC_IA0814AA_AS	405
ESC_LB0760AA_AS	410
ESC_KB3292AA_AS	428
ESC_VA6690AA_AS	43
ESC_FA9598AA_AS	443
ESC_HA0799AA_AS	448
ESC_LA0340AA_AS	457
ESC_LA0034AA_AS	48
ESC_IB9617AA_AS	540
ESC_WA9866AA_AS	56
ESC_FB3184AA_AS	59
ESC_HB7883AA_AS	6
ESC_GA9194AA_AS	6
ESC_SA4327AA_AS	6
ESC_MB3222AA_AS	602
ESC_CA5546AA_AS	635
ESC_PA0883AA_AS	641
ESC_XA7408AA_AS	641
ESC_CB2348AA_AS	648
ESC_RB3207AA_AS	675
ESC_NB9762AA_AS	718
ESC_SA2364AA_AS	744
ESC_WA3887AA_AS	88
ESC_HA8458AA_AS	88
ESC_VA2778AA_AS	93
ESC_HA3498AA_AS	131
ESC_PA1482AA_AS	154
ESC_WA4451AA_AS	224
ESC_JB3635AA_AS	23
ESC_HB0061AA_AS	223
ESC_GA0822AA_AS	146
ESC_FA8373AA_AS	117
ESC_LA1027AA_AS	10
ESC_NB7757AA_AS	141
ESC_DB1956AA_AS	10
ESC_AA8079AA_AS	23
ESC_IA3611AA_AS	226
ESC_QA9820AA_AS	16
ESC_CA3782AA_AS	11
ESC_WA8972AA_AS	226
ESC_IB7602AA_AS	127
ESC_LA1683AA_AS	245
ESC_LB5684AA_AS	131
ESC_GA9391AA_AS	25
ESC_IA3577AA_AS	155
ESC_QA3786AA_AS	117
ESC_IA2285AA_AS	189
ESC_NB6559AA_AS	101
ESC_GA6795AA_AS	141
ESC_SA5843AA_AS	21
ESC_MB2131AA_AS	206
ESC_GB5459AA_AS	117
ESC_GA6922AA_AS	224
ESC_FA5823AA_AS	21
ESC_GB7074AA_AS	165
ESC_PA5514AA_AS	11
ESC_FA8292AA_AS	141
ESC_VA1021AA_AS	127
ESC_SA6543AA_AS	17
ESC_FB1143AA_AS	25
ESC_WA8128AA_AS	25
ESC_XA0529AA_AS	29
ESC_QA3777AA_AS	295
ESC_AB9033AA_AS	297
ESC_OA1356AA_AS	300
ESC_SA1093AA_AS	300
ESC_SA6078AA_AS	300
ESC_CB6604AA_AS	33
ESC_BA4805AA_AS	34
ESC_WA6544AA_AS	345
ESC_NB5780AA_AS	362
ESC_NB4126AA_AS	372
ESC_PB2136AA_AS	38
ESC_HA4041AA_AS	394
ESC_CB2308AA_AS	394
ESC_JA0860AA_AS	394
ESC_VA2562AA_AS	398
ESC_VA3184AA_AS	405
ESC_PB2487AA_AS	410
ESC_HB9188AA_AS	428
ESC_MB4776AA_AS	43
ESC_FB6383AA_AS	442
ESC_IA9965AA_AS	443
ESC_NB4243AA_AS	448
ESC_HB8829AA_AS	453
ESC_IA4463AA_AS	48
ESC_GB2543AA_AS	56
ESC_FA9551AA_AS	57
ESC_GA1884AA_AS	583
ESC_HA3352AA_AS	62
ESC_MB1876AA_AS	648
ESC_BA1500AA_AS	69
ESC_CA2097AA_AS	73
ESC_FA6651AA_AS	744
ESC_YA1336AA_AS	744
ESC_NB6044AA_AS	744
ESC_HA0139AA_AS	746
ESC_HB7847AA_AS	752
ESC_JA0218AA_AS	88
ESC_WA9617AA_AS	90
ESC_UA1630AA_AS	906
ESC_MA2760AA_AS	95
ESC_PA8085AA_AS	998
ESC_SA1738AA_AS	17
ESC_IB6876AA_AS	155
ESC_ZA2025AA_AS	1079
ESC_VA2813AA_AS	226
ESC_UA0996AA_AS	141
ESC_WA3820AA_AS	1079
ESC_HA8926AA_AS	223
ESC_EB8211AA_AS	1025
ESC_SA0496AA_AS	278
ESC_LA2099AA_AS	10
ESC_ZA5486AA_AS	223
ESC_GB3634AA_AS	141
ESC_HB7981AA_AS	100
ESC_VA5673AA_AS	224
ESC_XA7525AA_AS	223
ESC_NA3047AA_AS	226
ESC_NB7740AA_AS	167
ESC_GB4000AA_AS	1079
ESC_FA5604AA_AS	21
ESC_TA1827AA_AS	20
ESC_JA0495AA_AS	131
ESC_NA6459AA_AS	1079
ESC_QA3506AA_AS	1967
ESC_ZA6256AA_AS	155
ESC_JA5548AA_AS	1193
ESC_PA1678AA_AS	226
ESC_JA0422AA_AS	12
ESC_LB0712AA_AS	155
ESC_LA6057AA_AS	1193
ESC_WA2019AA_AS	131
ESC_ZA6378AA_AS	167
ESC_TA8200AA_AS	156
ESC_AB7752AA_AS	25
ESC_CB4633AA_AS	100
ESC_SA4461AA_AS	300
ESC_RA4616AA_AS	306
ESC_OA6311AA_AS	306
ESC_LB0282AA_AS	345
ESC_CA3726AA_AS	349
ESC_JB0191AA_AS	3580
ESC_HA4027AA_AS	362
ESC_IB8558AA_AS	362
ESC_FA5747AA_AS	38
ESC_OB7972AA_AS	38
ESC_AA9642AA_AS	393
ESC_IA9274AA_AS	393
ESC_FB2671AA_AS	394
ESC_PA7850AA_AS	4
ESC_PA7851AA_AS	4
ESC_KA4506AA_AS	40
ESC_MA2743AA_AS	405
ESC_ZA1705AA_AS	428
ESC_LB0168AA_AS	448
ESC_IA3714AA_AS	448
ESC_GB8697AA_AS	453
ESC_HA6989AA_AS	457
ESC_XA6422AA_AS	457
ESC_TA8358AA_AS	46
ESC_MB2496AA_AS	48
ESC_OA0025AA_AS	542
ESC_CB8730AA_AS	542
ESC_SA8315AA_AS	57
ESC_SA9456AA_AS	59
ESC_LB2718AA_AS	635
ESC_LB2692AA_AS	635
ESC_LA3125AA_AS	675
ESC_SA9150AA_AS	675
ESC_XA1096AA_AS	69
ESC_MB6381AA_AS	718
ESC_LB0226AA_AS	744
ESC_FB6135AA_AS	746
ESC_LB3508AA_AS	90
ESC_CA0198AA_AS	906
ESC_CB8301AA_AS	998
ESC_GB1369AA_AS	117
ESC_EB9978AA_AS	148
ESC_RA4363AA_AS	1079
ESC_TA3989AA_AS	127
ESC_SA1210AA_AS	182
ESC_RA1227AA_AS	16
ESC_GA7531AA_AS	1967
ESC_AA8001AA_AS	16
ESC_HB9830AA_AS	1025
ESC_WA7703AA_AS	20
ESC_BA4459AA_AS	131
ESC_LA5199AA_AS	243
ESC_LB3252AA_AS	165
ESC_PB1358AA_AS	226
ESC_BA1626AA_AS	131
ESC_TA3862AA_AS	1193
ESC_TA9951AA_AS	1060
ESC_DB2215AA_AS	20
ESC_XA7770AA_AS	189
ESC_CB2413AA_AS	167
ESC_LA5605AA_AS	148
ESC_ZA5222AA_AS	155
ESC_AB2305AA_AS	16
ESC_IB5866AA_AS	1060
ESC_SA9907AA_AS	12
ESC_FA4725AA_AS	21
ESC_KA9872AA_AS	167
ESC_RA4614AA_AS	29
ESC_HA9945AA_AS	295
ESC_RA4976AA_AS	295
ESC_AB9032AA_AS	297
ESC_WA3828AA_AS	297
ESC_GB5802AA_AS	306
ESC_RA9693AA_AS	32
ESC_IA2164AA_AS	32
ESC_HA5944AA_AS	33
ESC_RA3175AA_AS	34
ESC_IA1485AA_AS	34
ESC_BA8125AA_AS	34
ESC_IA3542AA_AS	345
ESC_HB8521AA_AS	345
ESC_TA2817AA_AS	349
ESC_TA2821AA_AS	349
ESC_IA3907AA_AS	3580
ESC_UA1837AA_AS	3580
ESC_FB2700AA_AS	362
ESC_RA4589AA_AS	362
ESC_UA6002AA_AS	393
ESC_IB0108AA_AS	394
ESC_XA4624AA_AS	398
ESC_MA4030AA_AS	4
ESC_MA8890AA_AS	40
ESC_GA3911AA_AS	40
ESC_GB4321AA_AS	405
ESC_TA0201AA_AS	410
ESC_PA8318AA_AS	428
ESC_KB3429AA_AS	428
ESC_IB7993AA_AS	43
ESC_QA5299AA_AS	457
ESC_KB3863AA_AS	48
ESC_IB7907AA_AS	540
ESC_MB2133AA_AS	542
ESC_JA0184AA_AS	58
ESC_BA3322AA_AS	583
ESC_BA6049AA_AS	59
ESC_SA6114AA_AS	59
ESC_HB7808AA_AS	6
ESC_NB8704AA_AS	617
ESC_LB2833AA_AS	635
ESC_UA6242AA_AS	641
ESC_SA9437AA_AS	641
ESC_HA8420AA_AS	648
ESC_GA6949AA_AS	648
ESC_HA0185AA_AS	655
ESC_GA5556AA_AS	655
ESC_NA8416AA_AS	655
ESC_RA5411AA_AS	675
ESC_GB3609AA_AS	69
ESC_ZA3448AA_AS	718
ESC_CB2850AA_AS	73
ESC_WA6803AA_AS	744
ESC_GB1334AA_AS	752
ESC_LB3468AA_AS	90
ESC_QA1012AA_AS	93
ESC_BA8076AA_AS	95
ESC_CA5917AA_AS	95
ESC_ZA2344AA_AS	1967
ESC_LB1174AA_AS	17
ESC_DB0063AA_AS	10
ESC_TA3969AA_AS	1193
ESC_IB6273AA_AS	189
ESC_IB7409AA_AS	1193
ESC_OB1638AA_AS	17
ESC_WA3738AA_AS	117
ESC_JB0355AA_AS	23
ESC_TA8312AA_AS	25
ESC_GA0621AA_AS	1967
ESC_IA2589AA_AS	226
ESC_RA1714AA_AS	145
ESC_GB4372AA_AS	148
ESC_GB2914AA_AS	165
ESC_IB9863AA_AS	127
ESC_HB7841AA_AS	295
ESC_ZA5660AA_AS	155
ESC_HA4630AA_AS	224
ESC_JB2819AA_AS	243
ESC_YA6275AA_AS	12
ESC_LA0494AA_AS	226
ESC_IB7661AA_AS	1193
ESC_DB2498AA_AS	223
ESC_GA1176AA_AS	146
ESC_LB5623AA_AS	117
ESC_LA0550AA_AS	278
ESC_WA6792AA_AS	189
ESC_OB1513AA_AS	20
ESC_KB0890AA_AS	278
ESC_GB9236AA_AS	131
ESC_SA6584AA_AS	1196
ESC_JB8749AA_AS	245
ESC_SA7544AA_AS	32
ESC_MA7335AA_AS	33
ESC_KA3892AA_AS	33
ESC_QA9931AA_AS	342
ESC_PA3763AA_AS	342
ESC_TA0334AA_AS	342
ESC_IA9912AA_AS	354
ESC_MA0304AA_AS	393
ESC_WA2510AA_AS	394
ESC_FB3049AA_AS	394
ESC_JB0378AA_AS	398
ESC_LA5772AA_AS	398
ESC_PA7821AA_AS	4
ESC_JA0390AA_AS	410
ESC_EB4810AA_AS	428
ESC_LA5374AA_AS	428
ESC_HB5762AA_AS	43
ESC_HA7818AA_AS	442
ESC_LA6077AA_AS	443
ESC_FA9620AA_AS	443
ESC_ZA4931AA_AS	448
ESC_IB8046AA_AS	453
ESC_HA7884AA_AS	453
ESC_SA8571AA_AS	453
ESC_LA2579AA_AS	457
ESC_GB1030AA_AS	48
ESC_FB6139AA_AS	56
ESC_RA9009AA_AS	58
ESC_RA4041AA_AS	58
ESC_VA9662AA_AS	635
ESC_KA2279AA_AS	655
ESC_GA3596AA_AS	69
ESC_HA4258AA_AS	69
ESC_NB7868AA_AS	718
ESC_KB9001AA_AS	746
ESC_PA8105AA_AS	752
ESC_NB4933AA_AS	95
ESC_BA2329AA_AS	95
ESC_UA3692AA_AS	998
ESC_NB0498AA_AS	127
ESC_IB8748AA_AS	165
ESC_GB6718AA_AS	1193
ESC_HA9083AA_AS	156
ESC_PA1942AA_AS	278
ESC_SA3196AA_AS	25
ESC_NB5407AA_AS	1193
ESC_BA2336AA_AS	141
ESC_LB4458AA_AS	155
ESC_LB1135AA_AS	154
ESC_CA0359AA_AS	16
ESC_NB4345AA_AS	162
ESC_VA9251AA_AS	1060
ESC_NA0060AA_AS	156
ESC_XA6408AA_AS	165
ESC_NA9279AA_AS	1196
ESC_CA4414AA_AS	127
ESC_LB7109AA_AS	23
ESC_PA8225AA_AS	1196
ESC_NB7872AA_AS	297
ESC_NB1751AA_AS	100
ESC_IB8220AA_AS	1060
ESC_JA0079AA_AS	23
ESC_WA6633AA_AS	100
ESC_MB8580AA_AS	223
ESC_NB4582AA_AS	23
ESC_NA8215AA_AS	12
ESC_LA0711AA_AS	101
ESC_OB1316AA_AS	29
ESC_FB4513AA_AS	23
ESC_LB0296AA_AS	182
ESC_DB2368AA_AS	25
ESC_GB0953AA_AS	1196
ESC_GB6966AA_AS	295
ESC_GA6723AA_AS	131
ESC_LB0243AA_AS	182
ESC_IA2936AA_AS	189
ESC_RA9725AA_AS	23
ESC_IB9774AA_AS	100
ESC_CB7237AA_AS	189
ESC_CA0033AA_AS	17
ESC_YA9192AA_AS	25
ESC_LA0181AA_AS	226
ESC_TA2111AA_AS	167
ESC_IA3783AA_AS	156
ESC_TA9699AA_AS	25
ESC_PA8556AA_AS	1196
ESC_QA4671AA_AS	156
ESC_XA2072AA_AS	1060
ESC_RB9849AA_AS	127
ESC_IA3865AA_AS	206
ESC_JA0601AA_AS	162
ESC_PA8093AA_AS	10
ESC_DB2132AA_AS	295
ESC_SA3228AA_AS	101
ESC_JA4179AA_AS	223
ESC_LA5118AA_AS	17
ESC_LB6028AA_AS	1193
ESC_MB2524AA_AS	206
ESC_KA4868AA_AS	20
ESC_HA2755AA_AS	165
ESC_WA4078AA_AS	23
ESC_NB6317AA_AS	127
ESC_KB8447AA_AS	189
ESC_CA6778AA_AS	306
ESC_FB9153AA_AS	32
ESC_SA7810AA_AS	32
ESC_FA5626AA_AS	342
ESC_CA1200AA_AS	349
ESC_MB2255AA_AS	354
ESC_MA3661AA_AS	354
ESC_XA4836AA_AS	3580
ESC_OB1033AA_AS	393
ESC_VA2815AA_AS	394
ESC_IB0121AA_AS	394
ESC_JA4013AA_AS	394
ESC_HB8451AA_AS	398
ESC_AA8310AA_AS	4
ESC_MA4049AA_AS	4
ESC_GB2585AA_AS	40
ESC_BA9935AA_AS	428
ESC_TA8006AA_AS	442
ESC_LA5995AA_AS	443
ESC_CA3199AA_AS	443
ESC_IA0907AA_AS	448
ESC_NB2893AA_AS	457
ESC_CB3865AA_AS	46
ESC_IB6521AA_AS	46
ESC_FA6806AA_AS	48
ESC_FB4368AA_AS	48
ESC_RA9188AA_AS	48
ESC_GB4205AA_AS	540
ESC_IB6532AA_AS	540
ESC_LB0875AA_AS	56
ESC_NA2712AA_AS	57
ESC_CB7674AA_AS	58
ESC_FB2015AA_AS	58
ESC_OB1520AA_AS	583
ESC_GA9174AA_AS	6
ESC_NA9268AA_AS	602
ESC_FB4558AA_AS	617
ESC_GA0260AA_AS	617
ESC_FA6271AA_AS	62
ESC_FB2849AA_AS	62
ESC_HA3238AA_AS	62
ESC_LB2701AA_AS	635
ESC_LB2794AA_AS	635
ESC_VA9520AA_AS	641
ESC_FB4494AA_AS	641
ESC_VA4680AA_AS	648
ESC_HA3992AA_AS	655
ESC_SA1756AA_AS	675
ESC_SA6121AA_AS	675
ESC_QA9648AA_AS	718
ESC_HA8382AA_AS	718
ESC_NA3016AA_AS	73
ESC_HA4709AA_AS	744
ESC_CA5235AA_AS	746
ESC_VA5599AA_AS	88
ESC_LA6029AA_AS	90
ESC_NA2957AA_AS	95
ESC_YA2564AA_AS	95
ESC_KA6750AA_AS	29
ESC_NB9808AA_AS	21
ESC_EB8830AA_AS	245
ESC_NB8763AA_AS	300
ESC_RA4980AA_AS	295
ESC_NB8818AA_AS	154
ESC_ZA4896AA_AS	297
ESC_AB9099AA_AS	297
ESC_GA2753AA_AS	155
ESC_RA4394AA_AS	1079
ESC_QA3480AA_AS	17
ESC_SA2496AA_AS	223
ESC_DB2173AA_AS	224
ESC_LA0748AA_AS	226
ESC_RB8304AA_AS	1193
ESC_ZA5330AA_AS	297
ESC_TA1738AA_AS	1193
ESC_LA0625AA_AS	226
ESC_CB1696AA_AS	223
ESC_SA5020AA_AS	245
ESC_WA5366AA_AS	154
ESC_BA8058AA_AS	141
ESC_WA2136AA_AS	145
ESC_GA5714AA_AS	16
ESC_GB2927AA_AS	165
ESC_MB6479AA_AS	206
ESC_HA5150AA_AS	226
ESC_GB5916AA_AS	154
ESC_KB4477AA_AS	127
ESC_YA3672AA_AS	141
ESC_CB1862AA_AS	295
ESC_FA6488AA_AS	155
ESC_HA4746AA_AS	10
ESC_KA6831AA_AS	306
ESC_UA2134AA_AS	34
ESC_JB8453AA_AS	345
ESC_SA9919AA_AS	349
ESC_NB5714AA_AS	349
ESC_CB6995AA_AS	349
ESC_RA2150AA_AS	354
ESC_HA5820AA_AS	354
ESC_BA5098AA_AS	3580
ESC_SA9750AA_AS	372
ESC_RB8781AA_AS	372
ESC_PA0847AA_AS	4
ESC_LB3179AA_AS	4
ESC_GB9262AA_AS	4
ESC_PA7844AA_AS	4
ESC_HA3732AA_AS	405
ESC_TA4438AA_AS	43
ESC_JA0869AA_AS	43
ESC_NB6454AA_AS	448
ESC_HA2229AA_AS	46
ESC_RA6395AA_AS	540
ESC_MB9141AA_AS	542
ESC_WA7047AA_AS	57
ESC_HA2166AA_AS	583
ESC_CB2706AA_AS	6
ESC_JA0351AA_AS	617
ESC_GB4190AA_AS	617
ESC_LB2728AA_AS	635
ESC_CB5237AA_AS	655
ESC_IA0001AA_AS	675
ESC_HB8772AA_AS	69
