Assembly_barcode	year_range	year_range_colour	Disease	Disease_color	Isolate source	isolate_source_colour	Capsule_color	Best match locus	Continent	continent_color
ESC_YB1650AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Oceania	#e31a1c
ESC_YB1644AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Oceania	#e31a1c
ESC_YB1613AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Oceania	#e31a1c
ESC_YB1594AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	black	KL124	Oceania	#e31a1c
ESC_YB1534AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#4695f0	KL103	Oceania	#e31a1c
ESC_YB2264AA_AS	2005-2009	#abd9e9	other	#afafaf	Human	#fdc086	#FF7F00	KL35	Europe	#a6cee3
ESC_YB2525AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#3dfc7d	KL30	Asia	#1f78b4
ESC_YB4497AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_YB4496AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_YB4493AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_YB4491AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	North America	#33a02c
ESC_ZB0101AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	North America	#33a02c
ESC_ZB1751AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#35978f	KL48	North America	#33a02c
ESC_ZB2540AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_ZB5916AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_ZB5913AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	North America	#33a02c
ESC_ZB5911AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	North America	#33a02c
ESC_ZB5910AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	North America	#33a02c
ESC_ZB6320AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#fd088e	KL54	North America	#33a02c
ESC_ZB6319AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#afafaf	Unassigned	North America	#33a02c
ESC_ZB6969AA_AS	2020-2024	#d73027	other	#afafaf	Animal	#7fc97f	#afafaf	Unassigned	North America	#33a02c
ESC_ZB7879AA_AS	2015-2019	#fdae61	other	#afafaf			#FF7F00	KL35	Asia	#1f78b4
ESC_ZB7328AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#FF7F00	KL35	Asia	#1f78b4
ESC_ZB8142AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_ZB8141AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_ZB8587AA_AS	2020-2024	#d73027	other	#afafaf			#CAB2D6	KL123	North America	#33a02c
ESC_ZB8812AA_AS	2015-2019	#fdae61	other	#afafaf	Animal	#7fc97f	#afafaf	Unassigned	North America	#33a02c
ESC_ZB9388AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_ZB9386AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_ZB9385AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_ZB9384AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_AC1589AA_AS	2020-2024	#d73027	blood	red	Human	#fdc086	black	KL124	North America	#33a02c
ESC_AC1490AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#4695f0	KL103	North America	#33a02c
ESC_ZB9409AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#d66384	KL101	Africa	#b2df8a
ESC_AC2977AA_AS	2020-2024	#d73027	other	#afafaf	Animal	#7fc97f	#35978f	KL48	North America	#33a02c
ESC_AC2976AA_AS	2020-2024	#d73027	other	#afafaf	Animal	#7fc97f	#35978f	KL48	North America	#33a02c
ESC_AC2975AA_AS	2020-2024	#d73027	other	#afafaf	Animal	#7fc97f	#afafaf	Unassigned	North America	#33a02c
ESC_AC2974AA_AS	2020-2024	#d73027	other	#afafaf	Animal	#7fc97f	#afafaf	Unassigned	North America	#33a02c
ESC_AC2973AA_AS	2020-2024	#d73027	other	#afafaf	Animal	#7fc97f	#afafaf	Unassigned	North America	#33a02c
ESC_AC2972AA_AS	2020-2024	#d73027	other	#afafaf	Animal	#7fc97f	#afafaf	Unassigned	North America	#33a02c
ESC_AC2970AA_AS	2020-2024	#d73027	other	#afafaf	Animal	#7fc97f	#35978f	KL48	North America	#33a02c
ESC_AC2968AA_AS	2020-2024	#d73027	other	#afafaf	Animal	#7fc97f	#afafaf	Unassigned	North America	#33a02c
ESC_AC3403AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_AC3402AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_AC3400AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_AC3398AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_AC3397AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_AC3394AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#afafaf	Unassigned	North America	#33a02c
ESC_AC3364AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#afafaf	Unassigned	North America	#33a02c
ESC_AC3563AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#35978f	KL48	NA	NA
ESC_AC3624AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#3dfc7d	KL30	NA	NA
ESC_AC3609AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	NA	NA
ESC_AC4063AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_AC4164AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_AC4162AA_AS	2020-2024	#d73027	blood	red	Human	#fdc086	#FF7F00	KL35	North America	#33a02c
ESC_AC4160AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_AC4156AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#FF7F00	KL35	North America	#33a02c
ESC_AC4196AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#ffe119	KL5	North America	#33a02c
ESC_AC4191AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_AC4184AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_AC4497AA_AS	2015-2019	#fdae61	other	#afafaf	Animal	#7fc97f	#FB9A99	KL55	North America	#33a02c
ESC_AC4541AA_AS	NA	white	other	#afafaf			#afafaf	Unassigned	NA	NA
ESC_AC4612AA_AS	2010-2014	#1f78b4	other	#afafaf			#afafaf	Unassigned	NA	NA
ESC_AC4725AA_AS	2015-2019	#fdae61	other	#afafaf	Animal	#7fc97f	#FB9A99	KL55	North America	#33a02c
ESC_AC4758AA_AS	2010-2014	#1f78b4	other	#afafaf	Animal	#7fc97f	#abf186	KL14	Oceania	#e31a1c
ESC_AC5142AA_AS	2020-2024	#d73027	other	#afafaf			#35978f	KL48	NA	NA
ESC_AC5146AA_AS	2020-2024	#d73027	other	#afafaf			#35978f	KL48	NA	NA
ESC_AC5148AA_AS	2020-2024	#d73027	other	#afafaf			#35978f	KL48	NA	NA
ESC_AC5552AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_AC5551AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_AC5548AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_AC5544AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_AC5542AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_EC9536AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#35978f	KL48	Asia	#1f78b4
ESC_EC9537AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#35978f	KL48	Asia	#1f78b4
ESC_EC9539AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#afafaf	KL125	Asia	#1f78b4
ESC_EC9541AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#35978f	KL48	Asia	#1f78b4
ESC_EC9544AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#3dfc7d	KL30	Asia	#1f78b4
ESC_AC5654AA_AS	NA	white	other	#afafaf			#afafaf	Unassigned	NA	NA
ESC_AC5891AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_AC5893AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#afafaf	Unassigned	North America	#33a02c
ESC_AC9532AA_AS	2015-2019	#fdae61	other	#afafaf	Animal	#7fc97f	#35978f	KL48	North America	#33a02c
ESC_AC6613AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Asia	#1f78b4
ESC_BC8684AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	black	KL124	Africa	#b2df8a
ESC_BC8705AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#FF7F00	KL35	Africa	#b2df8a
ESC_BC8324AA_AS	2015-2019	#fdae61	other	#afafaf	Animal	#7fc97f	#f553f0	KL39	Europe	#a6cee3
ESC_BC0734AA_AS	2015-2019	#fdae61	other	#afafaf	Animal	#7fc97f	#d66384	KL101	Africa	#b2df8a
ESC_BC5190AA_AS	NA	white	other	#afafaf			#abf186	KL14	Europe	#a6cee3
ESC_BC5485AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_BC6418AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_BC7627AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	Europe	#a6cee3
ESC_BC7200AA_AS	2015-2019	#fdae61	other	#afafaf			#d66384	KL101	Europe	#a6cee3
ESC_BC7742AA_AS	2015-2019	#fdae61	other	#afafaf			#ffe119	KL5	Europe	#a6cee3
ESC_BC7127AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	Europe	#a6cee3
ESC_BC7503AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	Europe	#a6cee3
ESC_BC7035AA_AS	2015-2019	#fdae61	other	#afafaf			#4695f0	KL103	Europe	#a6cee3
ESC_BC9095AA_AS	2015-2019	#fdae61	other	#afafaf	Animal	#7fc97f	#afafaf	Unassigned	North America	#33a02c
ESC_BC9588AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_CC0061AA_AS	NA	white	other	#afafaf			black	KL124	NA	NA
ESC_CC0140AA_AS	NA	white	other	#afafaf			#0835fd	KL53	NA	NA
ESC_CC0163AA_AS	NA	white	other	#afafaf			#0835fd	KL53	NA	NA
ESC_CC0180AA_AS	NA	white	other	#afafaf			black	KL124	NA	NA
ESC_CC0217AA_AS	NA	white	other	#afafaf			#d5d36e	KL9	NA	NA
ESC_CC0222AA_AS	NA	white	other	#afafaf			black	KL124	NA	NA
ESC_CC0230AA_AS	NA	white	other	#afafaf			#6A3D9A	KL20	NA	NA
ESC_CC0234AA_AS	NA	white	other	#afafaf			#35978f	KL48	NA	NA
ESC_CC0285AA_AS	NA	white	other	#afafaf			#6A3D9A	KL20	NA	NA
ESC_CC0429AA_AS	NA	white	other	#afafaf			#35978f	KL48	NA	NA
ESC_CC0504AA_AS	NA	white	other	#afafaf			#afafaf	Unassigned	NA	NA
ESC_CC0516AA_AS	NA	white	other	#afafaf			black	KL124	NA	NA
ESC_CC0541AA_AS	NA	white	other	#afafaf			#4695f0	KL103	NA	NA
ESC_CC0554AA_AS	NA	white	other	#afafaf			#35978f	KL48	NA	NA
ESC_CC0579AA_AS	NA	white	other	#afafaf			#005A9C	KL115	NA	NA
ESC_CC0610AA_AS	NA	white	other	#afafaf			#4695f0	KL103	NA	NA
ESC_CC1231AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#afafaf	Unassigned	North America	#33a02c
ESC_CC1380AA_AS	NA	white	blood	red	Human	#fdc086	#afafaf	Unassigned	Asia	#1f78b4
ESC_CC1396AA_AS	NA	white	blood	red	Human	#fdc086	#afafaf	Unassigned	Asia	#1f78b4
ESC_CC1554AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#afafaf	Unassigned	North America	#33a02c
ESC_CC1918AA_AS	2020-2024	#d73027	other	#afafaf	Animal	#7fc97f	#FF7F00	KL35	North America	#33a02c
ESC_CC2455AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	North America	#33a02c
ESC_CC3113AA_AS	2015-2019	#fdae61	other	#afafaf			#5d7499	KL58	South America	#fb9a99
ESC_CC3144AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#4695f0	KL103	North America	#33a02c
ESC_CC3145AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_CC3157AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#4695f0	KL103	Africa	#b2df8a
ESC_CC3158AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#4695f0	KL103	Africa	#b2df8a
ESC_CC3159AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#4695f0	KL103	Africa	#b2df8a
ESC_CC4241AA_AS	2015-2019	#fdae61	blood	red	Human	#fdc086	#3dfc7d	KL30	Europe	#a6cee3
ESC_CC3839AA_AS	2010-2014	#1f78b4	other	#afafaf	Human	#fdc086	#29c722	KL127	Europe	#a6cee3
ESC_CC4621AA_AS	2020-2024	#d73027	other	#afafaf	Animal	#7fc97f	#35978f	KL48	North America	#33a02c
ESC_CC4624AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_CC4625AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_CC4634AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#7e9000	KL142	North America	#33a02c
ESC_CC4732AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	Asia	#1f78b4
ESC_CC4745AA_AS	2020-2024	#d73027	other	#afafaf	Animal	#7fc97f	#35978f	KL48	North America	#33a02c
ESC_CC4935AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#aac201	KL121	North America	#33a02c
ESC_CC4936AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#aac201	KL121	North America	#33a02c
ESC_CC4941AA_AS	2020-2024	#d73027	rectal	#bf812d	Human	#fdc086	#3dfc7d	KL30	North America	#33a02c
ESC_CC4943AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#abf186	KL14	North America	#33a02c
ESC_CC4950AA_AS	2020-2024	#d73027	rectal	#bf812d	Human	#fdc086	black	KL124	North America	#33a02c
ESC_CC5022AA_AS	2020-2024	#d73027	blood	red	Human	#fdc086	black	KL124	North America	#33a02c
ESC_CC5029AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#35978f	KL48	North America	#33a02c
ESC_CC8364AA_AS	2020-2024	#d73027	rectal	#bf812d	Human	#fdc086	#d37505	KL114	Europe	#a6cee3
ESC_CC8366AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#afafaf	Unassigned	North America	#33a02c
ESC_CC7955AA_AS	2015-2019	#fdae61	blood	red	Human	#fdc086	#6A3D9A	KL20	Africa	#b2df8a
ESC_CC8118AA_AS	2020-2024	#d73027	blood	red	Human	#fdc086	#d66384	KL101	Africa	#b2df8a
ESC_CC8123AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#3dfc7d	KL30	Africa	#b2df8a
ESC_CC8605AA_AS	2015-2019	#fdae61	blood	red	Human	#fdc086	#904f02	KL158	North America	#33a02c
ESC_CC8621AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_CC8624AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_CC8626AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_CC8730AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_CC8734AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#afafaf	KL125	Europe	#a6cee3
ESC_CC8759AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#d66384	KL101	Europe	#a6cee3
ESC_CC8788AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_CC8811AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#3dfc7d	KL30	Europe	#a6cee3
ESC_CC8816AA_AS	2020-2024	#d73027	rectal	#bf812d	Human	#fdc086	#d37505	KL114	Europe	#a6cee3
ESC_CC8817AA_AS	2020-2024	#d73027	rectal	#bf812d	Human	#fdc086	#d37505	KL114	Europe	#a6cee3
ESC_CC8818AA_AS	2020-2024	#d73027	rectal	#bf812d	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_CC8824AA_AS	2020-2024	#d73027	rectal	#bf812d	Human	#fdc086	#afafaf	KL137	Europe	#a6cee3
ESC_CC8825AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_CC8829AA_AS	2015-2019	#fdae61	rectal	#bf812d	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_CC8834AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#0835fd	KL53	Europe	#a6cee3
ESC_CC8909AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#afafaf	Unassigned	North America	#33a02c
ESC_CC9059AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#abf186	KL14	North America	#33a02c
ESC_CC9066AA_AS	2020-2024	#d73027	blood	red	Human	#fdc086	#904f02	KL158	North America	#33a02c
ESC_CC9357AA_AS	2015-2019	#fdae61	blood	red	Human	#fdc086	#afafaf	Unassigned	NA	NA
ESC_CC9962AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	Europe	#a6cee3
ESC_CC9756AA_AS	2020-2024	#d73027	other	#afafaf	Animal	#7fc97f	#35978f	KL48	North America	#33a02c
ESC_DC0183AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_CC9964AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#afafaf	KL16	Europe	#a6cee3
ESC_DC0462AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#abf186	KL14	North America	#33a02c
ESC_DC0373AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#afafaf	Unassigned	North America	#33a02c
ESC_DC0374AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#fd088e	KL54	North America	#33a02c
ESC_DC0376AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_DC0699AA_AS	2020-2024	#d73027	other	#afafaf			#3dfc7d	KL30	Africa	#b2df8a
ESC_DC0709AA_AS	2020-2024	#d73027	other	#afafaf			black	KL124	Africa	#b2df8a
ESC_DC1329AA_AS	2015-2019	#fdae61	other	#afafaf			#3dfc7d	KL30	Asia	#1f78b4
ESC_DC1694AA_AS	2015-2019	#fdae61	other	#afafaf			#5d7499	KL58	NA	NA
ESC_DC1817AA_AS	2015-2019	#fdae61	blood	red	Human	#fdc086	#5d7499	KL58	North America	#33a02c
ESC_DC1866AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#afafaf	Unassigned	North America	#33a02c
ESC_DC1902AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#904f02	KL158	North America	#33a02c
ESC_DC2051AA_AS	2020-2024	#d73027	other	#afafaf	Animal	#7fc97f	#35978f	KL48	North America	#33a02c
ESC_DC2052AA_AS	2020-2024	#d73027	other	#afafaf	Animal	#7fc97f	#35978f	KL48	North America	#33a02c
ESC_DC2066AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_DC1549AA_AS	2020-2024	#d73027	other	#afafaf			#afafaf	Unassigned	South America	#fb9a99
ESC_DC1983AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	Africa	#b2df8a
ESC_DC1990AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Africa	#b2df8a
ESC_DC1992AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Africa	#b2df8a
ESC_DC1996AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Africa	#b2df8a
ESC_DC1998AA_AS	2010-2014	#1f78b4	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Asia	#1f78b4
ESC_DC1999AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Africa	#b2df8a
ESC_DC2007AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Asia	#1f78b4
ESC_DC2008AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Africa	#b2df8a
ESC_DC2011AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Africa	#b2df8a
ESC_DC2015AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Africa	#b2df8a
ESC_DC2023AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Africa	#b2df8a
ESC_DC2024AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Africa	#b2df8a
ESC_DC2025AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	black	KL124	Africa	#b2df8a
ESC_DC2031AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Africa	#b2df8a
ESC_DC2032AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Africa	#b2df8a
ESC_DC2034AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Africa	#b2df8a
ESC_DC2035AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Africa	#b2df8a
ESC_DC2039AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	black	KL124	Africa	#b2df8a
ESC_DC2044AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Africa	#b2df8a
ESC_DC2067AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Africa	#b2df8a
ESC_DC2070AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Africa	#b2df8a
ESC_DC2081AA_AS	2020-2024	#d73027	blood	red	Human	#fdc086	#afafaf	Unassigned	Africa	#b2df8a
ESC_DC2088AA_AS	NA	white	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Africa	#b2df8a
ESC_DC2089AA_AS	NA	white	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Africa	#b2df8a
ESC_DC2090AA_AS	NA	white	other	#afafaf	Human	#fdc086	black	KL124	Africa	#b2df8a
ESC_DC2091AA_AS	NA	white	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Africa	#b2df8a
ESC_DC2092AA_AS	NA	white	other	#afafaf	Human	#fdc086	black	KL124	Africa	#b2df8a
ESC_DC2513AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_DC2531AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#3dfc7d	KL30	North America	#33a02c
ESC_DC2534AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#3dfc7d	KL30	North America	#33a02c
ESC_DC2535AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#3dfc7d	KL30	North America	#33a02c
ESC_DC2600AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_DC2601AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_DC2628AA_AS	2020-2024	#d73027	other	#afafaf	Animal	#7fc97f	#afafaf	Unassigned	North America	#33a02c
ESC_DC2672AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#ffe119	KL5	NA	NA
ESC_DC2694AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#ffe119	KL5	NA	NA
ESC_DC2714AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_DC2715AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_DC2716AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_DC2717AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_DC2925AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#3dfc7d	KL30	North America	#33a02c
ESC_DC2344AA_AS	2020-2024	#d73027	other	#afafaf	Animal	#7fc97f	#afafaf	Unassigned	North America	#33a02c
ESC_DC3293AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_DC3295AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
